delivery_id,order_id,order_date,estimated_delivery_date,delivered_date,delivery_partner,delivery_status
DLV08498,ORD08498,2025-02-16,2025-02-18,,XpressBees,Failed
DLV08499,ORD08499,2025-12-03,2025-12-08,2025-12-10,Blue Dart,Delivered
DLV08500,ORD08500,2025-07-06,2025-07-13,2025-07-16,DTDC,Delivered
DLV08501,ORD08501,2025-03-01,2025-03-04,,XpressBees,Failed
DLV08502,ORD08502,2025-02-13,2025-02-18,,XpressBees,Out for Delivery
DLV08503,ORD08503,2025-10-18,2025-10-22,,Ecom Express,Delayed
DLV08504,ORD08504,2025-03-31,2025-04-06,,DTDC,In Transit
DLV08505,ORD08505,2025-03-15,2025-03-20,2025-03-21,Ecom Express,Delivered
DLV08506,ORD08506,2025-08-28,2025-08-31,,DTDC,Failed
DLV08507,ORD08507,2025-10-27,2025-10-30,,Ecom Express,Failed
DLV08508,ORD08508,2025-05-24,2025-05-28,2025-05-30,Ecom Express,Delivered
DLV08509,ORD08509,2025-03-07,2025-03-13,2025-03-15,XpressBees,Delivered
DLV08510,ORD08510,2025-01-10,2025-01-16,,XpressBees,Delayed
DLV08511,ORD08511,2025-10-01,2025-10-06,,DTDC,In Transit
DLV08512,ORD08512,2025-01-12,2025-01-18,,DTDC,In Transit
DLV08513,ORD08513,2025-07-04,2025-07-08,,Blue Dart,Out for Delivery
DLV08514,ORD08514,2025-09-20,2025-09-26,,DTDC,Delayed
DLV08515,ORD08515,2025-10-18,2025-10-24,,Delhivery,Out for Delivery
DLV08516,ORD08516,2025-10-27,2025-10-31,,DTDC,Delayed
DLV08517,ORD08517,2025-11-09,2025-11-13,2025-11-13,Blue Dart,Delivered
DLV08518,ORD08518,2025-12-26,2025-12-31,2025-12-31,Ecom Express,Delivered
DLV08519,ORD08519,2025-10-10,2025-10-15,,Blue Dart,Failed
DLV08520,ORD08520,2025-09-03,2025-09-10,,Delhivery,In Transit
DLV08521,ORD08521,2025-02-07,2025-02-09,2025-02-11,XpressBees,Delivered
DLV08522,ORD08522,2025-06-18,2025-06-21,,Ecom Express,Delayed
DLV08523,ORD08523,2025-03-17,2025-03-24,,DTDC,Delayed
DLV08524,ORD08524,2025-04-12,2025-04-19,,DTDC,Delayed
DLV08525,ORD08525,2025-09-29,2025-10-05,,XpressBees,In Transit
DLV08526,ORD08526,2025-10-29,2025-11-02,2025-11-02,Ecom Express,Delivered
DLV08527,ORD08527,2025-11-17,2025-11-23,,XpressBees,In Transit
DLV08528,ORD08528,2025-10-01,2025-10-03,2025-10-04,Delhivery,Delivered
DLV08529,ORD08529,2025-06-24,2025-07-01,2025-07-01,XpressBees,Delivered
DLV08530,ORD08530,2025-01-06,2025-01-13,,Delhivery,Failed
DLV08531,ORD08531,2025-10-31,2025-11-02,,Blue Dart,Out for Delivery
DLV08532,ORD08532,2025-08-02,2025-08-08,,XpressBees,Failed
DLV08533,ORD08533,2025-10-26,2025-10-28,2025-10-28,Ecom Express,Delivered
DLV08534,ORD08534,2025-08-06,2025-08-08,,Blue Dart,In Transit
DLV08535,ORD08535,2025-01-03,2025-01-07,,Blue Dart,Failed
DLV08536,ORD08536,2025-10-14,2025-10-21,,XpressBees,Delayed
DLV08537,ORD08537,2025-11-29,2025-12-02,,DTDC,In Transit
DLV08538,ORD08538,2025-01-31,2025-02-06,,Delhivery,In Transit
DLV08539,ORD08539,2025-06-07,2025-06-11,,Ecom Express,Out for Delivery
DLV08540,ORD08540,2025-09-25,2025-10-01,2025-09-30,DTDC,Delivered
DLV08541,ORD08541,2025-08-17,2025-08-22,,Blue Dart,Out for Delivery
DLV08542,ORD08542,2025-11-27,2025-12-02,,Blue Dart,Out for Delivery
DLV08543,ORD08543,2025-05-21,2025-05-26,2025-05-25,XpressBees,Delivered
DLV08544,ORD08544,2025-07-30,2025-08-03,,XpressBees,Out for Delivery
DLV08545,ORD08545,2025-12-07,2025-12-09,2025-12-09,XpressBees,Delivered
DLV08546,ORD08546,2025-12-01,2025-12-07,,XpressBees,Out for Delivery
DLV08547,ORD08547,2025-08-05,2025-08-10,2025-08-13,Delhivery,Delivered
DLV08548,ORD08548,2025-11-26,2025-11-30,,DTDC,Delayed
DLV08549,ORD08549,2025-01-03,2025-01-05,,XpressBees,Out for Delivery
DLV08550,ORD08550,2025-02-16,2025-02-20,,Delhivery,Failed
DLV08551,ORD08551,2025-01-29,2025-02-04,,DTDC,Delayed
DLV08552,ORD08552,2025-05-30,2025-06-05,,Delhivery,Failed
DLV08553,ORD08553,2025-09-19,2025-09-24,,Ecom Express,Out for Delivery
DLV08554,ORD08554,2025-01-25,2025-02-01,,Delhivery,In Transit
DLV08555,ORD08555,2025-07-12,2025-07-17,,Ecom Express,In Transit
DLV08556,ORD08556,2025-11-10,2025-11-15,,Delhivery,Failed
DLV08557,ORD08557,2025-06-08,2025-06-10,,Ecom Express,Out for Delivery
DLV08558,ORD08558,2025-03-23,2025-03-26,,XpressBees,Delayed
DLV08559,ORD08559,2025-10-17,2025-10-21,,DTDC,Out for Delivery
DLV08560,ORD08560,2025-10-05,2025-10-11,,XpressBees,Failed
DLV08561,ORD08561,2025-07-13,2025-07-19,2025-07-21,XpressBees,Delivered
DLV08562,ORD08562,2025-02-12,2025-02-17,,Blue Dart,Delayed
DLV08563,ORD08563,2025-08-19,2025-08-26,,Blue Dart,Failed
DLV08564,ORD08564,2025-06-22,2025-06-28,,XpressBees,In Transit
DLV08565,ORD08565,2025-03-27,2025-04-01,,DTDC,Out for Delivery
DLV08566,ORD08566,2025-10-30,2025-11-06,,Delhivery,In Transit
DLV08567,ORD08567,2025-11-02,2025-11-09,,Ecom Express,In Transit
DLV08568,ORD08568,2025-11-18,2025-11-21,,DTDC,Delayed
DLV08569,ORD08569,2025-12-04,2025-12-06,,DTDC,In Transit
DLV08570,ORD08570,2025-02-18,2025-02-21,,Ecom Express,Failed
DLV08571,ORD08571,2025-10-16,2025-10-23,,XpressBees,Failed
DLV08572,ORD08572,2025-10-19,2025-10-21,,Ecom Express,Failed
DLV08573,ORD08573,2025-08-10,2025-08-12,,Blue Dart,Out for Delivery
DLV08574,ORD08574,2025-04-17,2025-04-22,,DTDC,In Transit
DLV08575,ORD08575,2025-02-11,2025-02-13,,DTDC,Out for Delivery
DLV08576,ORD08576,2025-06-17,2025-06-20,2025-06-23,DTDC,Delivered
DLV08577,ORD08577,2025-11-16,2025-11-23,,DTDC,Out for Delivery
DLV08578,ORD08578,2025-01-07,2025-01-11,,Delhivery,Out for Delivery
DLV08579,ORD08579,2025-06-07,2025-06-10,,XpressBees,In Transit
DLV08580,ORD08580,2025-11-03,2025-11-05,,DTDC,Failed
DLV08581,ORD08581,2025-05-16,2025-05-20,,XpressBees,Out for Delivery
DLV08582,ORD08582,2025-01-31,2025-02-05,,Delhivery,Failed
DLV08583,ORD08583,2025-07-13,2025-07-20,,Ecom Express,Delayed
DLV08584,ORD08584,2025-05-31,2025-06-03,,XpressBees,Failed
DLV08585,ORD08585,2025-01-03,2025-01-07,,Delhivery,Out for Delivery
DLV08586,ORD08586,2025-12-13,2025-12-17,,Delhivery,Failed
DLV08587,ORD08587,2025-08-01,2025-08-05,2025-08-06,Ecom Express,Delivered
DLV08588,ORD08588,2025-05-03,2025-05-09,,Ecom Express,Delayed
DLV08589,ORD08589,2025-08-29,2025-09-05,,Delhivery,Delayed
DLV08590,ORD08590,2025-09-09,2025-09-14,,Delhivery,Failed
DLV08591,ORD08591,2025-05-22,2025-05-29,,DTDC,Delayed
DLV08592,ORD08592,2025-03-13,2025-03-17,,Ecom Express,Out for Delivery
DLV08593,ORD08593,2025-04-14,2025-04-16,,Blue Dart,In Transit
DLV08594,ORD08594,2025-07-05,2025-07-12,2025-07-12,Delhivery,Delivered
DLV08595,ORD08595,2025-05-22,2025-05-28,,Blue Dart,In Transit
DLV08596,ORD08596,2025-11-30,2025-12-06,,Ecom Express,Delayed
DLV08597,ORD08597,2025-04-19,2025-04-25,,Blue Dart,Out for Delivery
DLV08598,ORD08598,2025-08-27,2025-08-31,,Delhivery,Out for Delivery
DLV08599,ORD08599,2025-07-13,2025-07-17,,Delhivery,Out for Delivery
DLV08600,ORD08600,2025-04-07,2025-04-09,,Blue Dart,Out for Delivery
DLV08601,ORD08601,2025-07-24,2025-07-28,,Blue Dart,Failed
DLV08602,ORD08602,2025-07-05,2025-07-12,2025-07-15,Delhivery,Delivered
DLV08603,ORD08603,2025-01-28,2025-02-02,,DTDC,Failed
DLV08604,ORD08604,2025-10-22,2025-10-29,2025-10-28,Delhivery,Delivered
DLV08605,ORD08605,2025-01-13,2025-01-16,,Ecom Express,Failed
DLV08606,ORD08606,2025-11-04,2025-11-06,,Blue Dart,Out for Delivery
DLV08607,ORD08607,2025-09-02,2025-09-07,,DTDC,Out for Delivery
DLV08608,ORD08608,2025-03-11,2025-03-13,,DTDC,Out for Delivery
DLV08609,ORD08609,2025-06-09,2025-06-13,,XpressBees,Out for Delivery
DLV08610,ORD08610,2025-12-27,2025-12-31,,Blue Dart,In Transit
DLV08611,ORD08611,2025-03-13,2025-03-15,,Blue Dart,Out for Delivery
DLV08612,ORD08612,2025-12-22,2025-12-28,,DTDC,Delayed
DLV08613,ORD08613,2025-02-11,2025-02-14,2025-02-17,XpressBees,Delivered
DLV08614,ORD08614,2025-12-12,2025-12-19,2025-12-22,Delhivery,Delivered
DLV08615,ORD08615,2025-08-25,2025-08-27,,DTDC,Failed
DLV08616,ORD08616,2025-10-22,2025-10-27,2025-10-26,Delhivery,Delivered
DLV08617,ORD08617,2025-08-02,2025-08-06,,Blue Dart,Failed
DLV08618,ORD08618,2025-05-01,2025-05-05,,Ecom Express,In Transit
DLV08619,ORD08619,2025-08-23,2025-08-29,,Blue Dart,In Transit
DLV08620,ORD08620,2025-10-17,2025-10-20,,DTDC,Delayed
DLV08621,ORD08621,2025-11-30,2025-12-02,2025-12-05,Blue Dart,Delivered
DLV08622,ORD08622,2025-01-05,2025-01-07,,DTDC,Delayed
DLV08623,ORD08623,2025-01-03,2025-01-09,,Blue Dart,Failed
DLV08624,ORD08624,2025-07-12,2025-07-19,,Blue Dart,Failed
DLV08625,ORD08625,2025-01-19,2025-01-21,,Ecom Express,Out for Delivery
DLV08626,ORD08626,2025-05-22,2025-05-29,,XpressBees,Delayed
DLV08627,ORD08627,2025-01-05,2025-01-10,,Ecom Express,Out for Delivery
DLV08628,ORD08628,2025-03-30,2025-04-01,,Delhivery,In Transit
DLV08629,ORD08629,2025-09-25,2025-09-27,,Blue Dart,Delayed
DLV08630,ORD08630,2025-03-07,2025-03-09,2025-03-09,Blue Dart,Delivered
DLV08631,ORD08631,2025-03-22,2025-03-29,,Blue Dart,Delayed
DLV08632,ORD08632,2025-11-28,2025-12-01,,Blue Dart,Out for Delivery
DLV08633,ORD08633,2025-07-09,2025-07-16,,Blue Dart,Out for Delivery
DLV08634,ORD08634,2025-06-05,2025-06-09,2025-06-08,Delhivery,Delivered
DLV08635,ORD08635,2025-03-17,2025-03-21,,XpressBees,In Transit
DLV08636,ORD08636,2025-06-16,2025-06-23,,Blue Dart,Failed
DLV08637,ORD08637,2025-05-11,2025-05-13,,DTDC,In Transit
DLV08638,ORD08638,2025-01-03,2025-01-08,2025-01-07,Ecom Express,Delivered
DLV08639,ORD08639,2025-04-05,2025-04-07,,Blue Dart,Failed
DLV08640,ORD08640,2025-03-02,2025-03-05,,Blue Dart,In Transit
DLV08641,ORD08641,2025-07-22,2025-07-26,,DTDC,Failed
DLV08642,ORD08642,2025-12-20,2025-12-24,,DTDC,Delayed
DLV08643,ORD08643,2025-01-22,2025-01-24,,XpressBees,Out for Delivery
DLV08644,ORD08644,2025-07-14,2025-07-20,2025-07-23,Blue Dart,Delivered
DLV08645,ORD08645,2025-07-16,2025-07-21,2025-07-24,Delhivery,Delivered
DLV08646,ORD08646,2025-04-24,2025-04-29,,Blue Dart,Out for Delivery
DLV08647,ORD08647,2025-04-22,2025-04-26,,XpressBees,In Transit
DLV08648,ORD08648,2025-10-10,2025-10-17,,DTDC,Failed
DLV08649,ORD08649,2025-06-16,2025-06-19,,Ecom Express,Failed
DLV08650,ORD08650,2025-09-07,2025-09-09,,XpressBees,Delayed
DLV08651,ORD08651,2025-09-26,2025-09-30,,DTDC,Failed
DLV08652,ORD08652,2025-03-03,2025-03-05,,XpressBees,Out for Delivery
DLV08653,ORD08653,2025-07-27,2025-07-31,,Blue Dart,In Transit
DLV08654,ORD08654,2025-02-10,2025-02-15,,DTDC,Delayed
DLV08655,ORD08655,2025-10-04,2025-10-10,,Delhivery,Failed
DLV08656,ORD08656,2025-11-12,2025-11-18,,DTDC,Out for Delivery
DLV08657,ORD08657,2025-12-06,2025-12-11,,DTDC,Failed
DLV08658,ORD08658,2025-03-16,2025-03-21,,Delhivery,In Transit
DLV08659,ORD08659,2025-04-07,2025-04-12,,XpressBees,Out for Delivery
DLV08660,ORD08660,2025-07-04,2025-07-07,,Blue Dart,Failed
DLV08661,ORD08661,2025-04-13,2025-04-15,,Ecom Express,In Transit
DLV08662,ORD08662,2025-05-04,2025-05-11,,DTDC,Delayed
DLV08663,ORD08663,2025-04-01,2025-04-05,,Ecom Express,Out for Delivery
DLV08664,ORD08664,2025-10-11,2025-10-13,2025-10-12,DTDC,Delivered
DLV08665,ORD08665,2025-02-11,2025-02-14,,DTDC,Out for Delivery
DLV08666,ORD08666,2025-02-16,2025-02-21,,XpressBees,Delayed
DLV08667,ORD08667,2025-10-19,2025-10-26,,Ecom Express,Delayed
DLV08668,ORD08668,2025-06-18,2025-06-20,,XpressBees,In Transit
DLV08669,ORD08669,2025-01-04,2025-01-10,2025-01-11,Blue Dart,Delivered
DLV08670,ORD08670,2025-06-19,2025-06-25,2025-06-28,DTDC,Delivered
DLV08671,ORD08671,2025-10-14,2025-10-19,,Blue Dart,In Transit
DLV08672,ORD08672,2025-11-02,2025-11-08,,DTDC,Out for Delivery
DLV08673,ORD08673,2025-10-19,2025-10-23,,Ecom Express,Out for Delivery
DLV08674,ORD08674,2025-12-07,2025-12-12,,Delhivery,In Transit
DLV08675,ORD08675,2025-01-03,2025-01-08,,DTDC,Out for Delivery
DLV08676,ORD08676,2025-01-01,2025-01-06,,Blue Dart,In Transit
DLV08677,ORD08677,2025-05-24,2025-05-26,,DTDC,Failed
DLV08678,ORD08678,2025-11-27,2025-12-03,,DTDC,Delayed
DLV08679,ORD08679,2025-04-03,2025-04-10,,Delhivery,Failed
DLV08680,ORD08680,2025-10-05,2025-10-10,,Ecom Express,Delayed
DLV08681,ORD08681,2025-09-23,2025-09-28,2025-10-01,DTDC,Delivered
DLV08682,ORD08682,2025-08-25,2025-08-29,,XpressBees,Failed
DLV08683,ORD08683,2025-02-15,2025-02-20,,XpressBees,Failed
DLV08684,ORD08684,2025-04-25,2025-04-30,,Ecom Express,Delayed
DLV08685,ORD08685,2025-05-28,2025-06-04,,Delhivery,Failed
DLV08686,ORD08686,2025-05-03,2025-05-05,2025-05-04,XpressBees,Delivered
DLV08687,ORD08687,2025-10-26,2025-10-28,,Ecom Express,Delayed
DLV08688,ORD08688,2025-02-13,2025-02-18,2025-02-17,Ecom Express,Delivered
DLV08689,ORD08689,2025-10-05,2025-10-09,,Ecom Express,Delayed
DLV08690,ORD08690,2025-02-02,2025-02-07,,XpressBees,Failed
DLV08691,ORD08691,2025-08-14,2025-08-18,,XpressBees,Failed
DLV08692,ORD08692,2025-01-17,2025-01-20,,Ecom Express,In Transit
DLV08693,ORD08693,2025-10-20,2025-10-22,,Ecom Express,Out for Delivery
DLV08694,ORD08694,2025-01-13,2025-01-16,,XpressBees,Delayed
DLV08695,ORD08695,2025-01-29,2025-02-02,,XpressBees,In Transit
DLV08696,ORD08696,2025-07-10,2025-07-16,2025-07-17,Blue Dart,Delivered
DLV08697,ORD08697,2025-03-17,2025-03-22,,Blue Dart,In Transit
DLV08698,ORD08698,2025-09-02,2025-09-08,,DTDC,Delayed
DLV08699,ORD08699,2025-04-14,2025-04-21,,Blue Dart,Out for Delivery
DLV08700,ORD08700,2025-09-22,2025-09-24,,Blue Dart,In Transit
DLV08701,ORD08701,2025-06-28,2025-07-02,2025-07-04,Blue Dart,Delivered
DLV08702,ORD08702,2025-06-02,2025-06-09,,Delhivery,Delayed
DLV08703,ORD08703,2025-10-21,2025-10-28,,DTDC,Failed
DLV08704,ORD08704,2025-09-28,2025-10-05,2025-10-05,XpressBees,Delivered
DLV08705,ORD08705,2025-06-25,2025-07-02,,Blue Dart,Failed
DLV08706,ORD08706,2025-10-27,2025-10-31,,Delhivery,Delayed
DLV08707,ORD08707,2025-07-20,2025-07-26,2025-07-28,Blue Dart,Delivered
DLV08708,ORD08708,2025-11-16,2025-11-21,,Ecom Express,Delayed
DLV08709,ORD08709,2025-08-29,2025-09-01,,DTDC,Out for Delivery
DLV08710,ORD08710,2025-02-12,2025-02-16,,Blue Dart,Failed
DLV08711,ORD08711,2025-07-26,2025-08-02,,DTDC,Out for Delivery
DLV08712,ORD08712,2025-05-23,2025-05-29,,DTDC,Delayed
DLV08713,ORD08713,2025-06-17,2025-06-20,,Blue Dart,In Transit
DLV08714,ORD08714,2025-06-02,2025-06-07,,Delhivery,Delayed
DLV08715,ORD08715,2025-08-29,2025-09-03,2025-09-04,DTDC,Delivered
DLV08716,ORD08716,2025-02-19,2025-02-25,,DTDC,Failed
DLV08717,ORD08717,2025-08-27,2025-09-02,,DTDC,Out for Delivery
DLV08718,ORD08718,2025-10-28,2025-10-31,2025-11-01,XpressBees,Delivered
DLV08719,ORD08719,2025-05-29,2025-06-01,,DTDC,Failed
DLV08720,ORD08720,2025-12-27,2025-12-30,,Delhivery,Out for Delivery
DLV08721,ORD08721,2025-01-18,2025-01-23,2025-01-25,DTDC,Delivered
DLV08722,ORD08722,2025-06-29,2025-07-06,,Blue Dart,Delayed
DLV08723,ORD08723,2025-09-08,2025-09-10,2025-09-12,Blue Dart,Delivered
DLV08724,ORD08724,2025-08-10,2025-08-15,,XpressBees,Failed
DLV08725,ORD08725,2025-03-18,2025-03-22,,XpressBees,Out for Delivery
DLV08726,ORD08726,2025-03-26,2025-03-29,2025-03-31,Delhivery,Delivered
DLV08727,ORD08727,2025-08-09,2025-08-15,,XpressBees,Failed
DLV08728,ORD08728,2025-05-24,2025-05-28,,Delhivery,Delayed
DLV08729,ORD08729,2025-06-11,2025-06-18,,Delhivery,Out for Delivery
DLV08730,ORD08730,2025-10-10,2025-10-17,2025-10-20,Blue Dart,Delivered
DLV08731,ORD08731,2025-02-15,2025-02-18,2025-02-20,DTDC,Delivered
DLV08732,ORD08732,2025-12-09,2025-12-16,2025-12-16,Ecom Express,Delivered
DLV08733,ORD08733,2025-06-09,2025-06-11,,Delhivery,In Transit
DLV08734,ORD08734,2025-03-21,2025-03-26,,Blue Dart,Failed
DLV08735,ORD08735,2025-06-13,2025-06-20,,Delhivery,Delayed
DLV08736,ORD08736,2025-03-03,2025-03-05,,XpressBees,Out for Delivery
DLV08737,ORD08737,2025-05-16,2025-05-21,,Ecom Express,Out for Delivery
DLV08738,ORD08738,2025-05-19,2025-05-21,,Blue Dart,In Transit
DLV08739,ORD08739,2025-03-13,2025-03-16,,XpressBees,Delayed
DLV08740,ORD08740,2025-01-20,2025-01-24,,Delhivery,Delayed
DLV08741,ORD08741,2025-07-16,2025-07-21,,XpressBees,Out for Delivery
DLV08742,ORD08742,2025-12-20,2025-12-22,,Delhivery,Out for Delivery
DLV08743,ORD08743,2025-12-12,2025-12-16,,XpressBees,Out for Delivery
DLV08744,ORD08744,2025-12-23,2025-12-28,,XpressBees,Out for Delivery
DLV08745,ORD08745,2025-07-05,2025-07-09,,DTDC,Failed
DLV08746,ORD08746,2025-09-15,2025-09-20,,XpressBees,Failed
DLV08747,ORD08747,2025-12-18,2025-12-22,,XpressBees,Failed
DLV08748,ORD08748,2025-07-04,2025-07-10,2025-07-09,Delhivery,Delivered
DLV08749,ORD08749,2025-04-01,2025-04-08,2025-04-10,DTDC,Delivered
DLV08750,ORD08750,2025-01-14,2025-01-21,2025-01-20,DTDC,Delivered
DLV08751,ORD08751,2025-04-28,2025-05-02,,DTDC,Delayed
DLV08752,ORD08752,2025-02-10,2025-02-12,,Delhivery,Failed
DLV08753,ORD08753,2025-12-12,2025-12-14,,XpressBees,Out for Delivery
DLV08754,ORD08754,2025-05-06,2025-05-08,,Ecom Express,In Transit
DLV08755,ORD08755,2025-05-22,2025-05-25,2025-05-26,DTDC,Delivered
DLV08756,ORD08756,2025-11-13,2025-11-20,,XpressBees,Failed
DLV08757,ORD08757,2025-11-11,2025-11-16,,Delhivery,Delayed
DLV08758,ORD08758,2025-07-04,2025-07-10,,Blue Dart,Failed
DLV08759,ORD08759,2025-01-22,2025-01-28,2025-01-28,Delhivery,Delivered
DLV08760,ORD08760,2025-05-15,2025-05-19,,Blue Dart,In Transit
DLV08761,ORD08761,2025-09-18,2025-09-24,,XpressBees,In Transit
DLV08762,ORD08762,2025-12-28,2026-01-03,,Delhivery,Delayed
DLV08763,ORD08763,2025-11-05,2025-11-08,2025-11-09,Blue Dart,Delivered
DLV08764,ORD08764,2025-10-28,2025-10-31,,XpressBees,In Transit
DLV08765,ORD08765,2025-04-29,2025-05-05,,XpressBees,In Transit
DLV08766,ORD08766,2025-05-13,2025-05-18,2025-05-17,Ecom Express,Delivered
DLV08767,ORD08767,2025-01-12,2025-01-19,,XpressBees,Out for Delivery
DLV08768,ORD08768,2025-06-13,2025-06-19,,XpressBees,Delayed
DLV08769,ORD08769,2025-01-25,2025-01-28,,XpressBees,Failed
DLV08770,ORD08770,2025-12-23,2025-12-26,,Blue Dart,Out for Delivery
DLV08771,ORD08771,2025-02-19,2025-02-24,2025-02-24,Ecom Express,Delivered
DLV08772,ORD08772,2025-11-12,2025-11-16,,XpressBees,Failed
DLV08773,ORD08773,2025-06-29,2025-07-02,2025-07-02,Ecom Express,Delivered
DLV08774,ORD08774,2025-03-29,2025-04-02,2025-04-05,Delhivery,Delivered
DLV08775,ORD08775,2025-05-28,2025-06-04,,Ecom Express,Failed
DLV08776,ORD08776,2025-12-03,2025-12-05,,XpressBees,Delayed
DLV08777,ORD08777,2025-03-27,2025-03-30,,DTDC,Failed
DLV08778,ORD08778,2025-01-21,2025-01-28,,Delhivery,In Transit
DLV08779,ORD08779,2025-03-29,2025-04-04,,Blue Dart,Failed
DLV08780,ORD08780,2025-05-15,2025-05-20,,Delhivery,In Transit
DLV08781,ORD08781,2025-05-28,2025-05-30,,Delhivery,Delayed
DLV08782,ORD08782,2025-11-01,2025-11-05,,DTDC,Out for Delivery
DLV08783,ORD08783,2025-10-04,2025-10-08,,Ecom Express,Failed
DLV08784,ORD08784,2025-10-10,2025-10-16,2025-10-16,DTDC,Delivered
DLV08785,ORD08785,2025-01-01,2025-01-07,,Delhivery,Failed
DLV08786,ORD08786,2025-07-31,2025-08-06,,Delhivery,In Transit
DLV08787,ORD08787,2025-05-24,2025-05-26,,DTDC,Failed
DLV08788,ORD08788,2025-10-16,2025-10-22,,Delhivery,Out for Delivery
DLV08789,ORD08789,2025-12-20,2025-12-25,,Blue Dart,In Transit
DLV08790,ORD08790,2025-06-01,2025-06-03,,DTDC,Failed
DLV08791,ORD08791,2025-09-05,2025-09-10,,Blue Dart,Failed
DLV08792,ORD08792,2025-08-11,2025-08-13,2025-08-13,Blue Dart,Delivered
DLV08793,ORD08793,2025-04-24,2025-04-29,2025-04-28,Ecom Express,Delivered
DLV08794,ORD08794,2025-03-31,2025-04-07,,Blue Dart,Delayed
DLV08795,ORD08795,2025-07-29,2025-08-04,,DTDC,Failed
DLV08796,ORD08796,2025-11-08,2025-11-15,2025-11-18,XpressBees,Delivered
DLV08797,ORD08797,2025-06-02,2025-06-08,,Ecom Express,Delayed
DLV08798,ORD08798,2025-07-24,2025-07-28,,Ecom Express,Out for Delivery
DLV08799,ORD08799,2025-07-08,2025-07-12,,DTDC,Failed
DLV08800,ORD08800,2025-06-16,2025-06-22,,Ecom Express,In Transit
DLV08801,ORD08801,2025-10-31,2025-11-07,,DTDC,Failed
DLV08802,ORD08802,2025-07-29,2025-08-03,,XpressBees,Failed
DLV08803,ORD08803,2025-02-25,2025-03-01,2025-03-02,Blue Dart,Delivered
DLV08804,ORD08804,2025-07-16,2025-07-19,2025-07-19,Delhivery,Delivered
DLV08805,ORD08805,2025-12-31,2026-01-05,2026-01-07,XpressBees,Delivered
DLV08806,ORD08806,2025-02-26,2025-03-03,2025-03-03,Blue Dart,Delivered
DLV08807,ORD08807,2025-09-29,2025-10-04,2025-10-05,Delhivery,Delivered
DLV08808,ORD08808,2025-04-10,2025-04-14,2025-04-15,DTDC,Delivered
DLV08809,ORD08809,2025-12-30,2026-01-01,,Delhivery,In Transit
DLV08810,ORD08810,2025-11-02,2025-11-04,,DTDC,In Transit
DLV08811,ORD08811,2025-05-21,2025-05-26,,XpressBees,Out for Delivery
DLV08812,ORD08812,2025-12-26,2026-01-01,,DTDC,Failed
DLV08813,ORD08813,2025-05-08,2025-05-10,,Delhivery,Delayed
DLV08814,ORD08814,2025-05-30,2025-06-03,,XpressBees,Out for Delivery
DLV08815,ORD08815,2025-04-19,2025-04-23,,Ecom Express,Out for Delivery
DLV08816,ORD08816,2025-06-16,2025-06-18,,XpressBees,Failed
DLV08817,ORD08817,2025-12-30,2026-01-03,,XpressBees,Failed
DLV08818,ORD08818,2025-12-01,2025-12-04,2025-12-05,DTDC,Delivered
DLV08819,ORD08819,2025-11-13,2025-11-18,,Ecom Express,In Transit
DLV08820,ORD08820,2025-01-20,2025-01-26,,Blue Dart,In Transit
DLV08821,ORD08821,2025-04-17,2025-04-19,,DTDC,Out for Delivery
DLV08822,ORD08822,2025-04-26,2025-05-01,,Delhivery,In Transit
DLV08823,ORD08823,2025-09-07,2025-09-14,2025-09-16,Delhivery,Delivered
DLV08824,ORD08824,2025-08-10,2025-08-17,,Blue Dart,Failed
DLV08825,ORD08825,2025-12-05,2025-12-08,,XpressBees,Delayed
DLV08826,ORD08826,2025-02-06,2025-02-12,,Delhivery,Delayed
DLV08827,ORD08827,2025-08-04,2025-08-09,,DTDC,Out for Delivery
DLV08828,ORD08828,2025-01-31,2025-02-06,,Delhivery,Out for Delivery
DLV08829,ORD08829,2025-08-24,2025-08-27,2025-08-28,Delhivery,Delivered
DLV08830,ORD08830,2025-12-06,2025-12-08,,XpressBees,Failed
DLV08831,ORD08831,2025-01-25,2025-02-01,2025-02-04,Blue Dart,Delivered
DLV08832,ORD08832,2025-09-12,2025-09-19,,Ecom Express,Delayed
DLV08833,ORD08833,2025-10-21,2025-10-24,,Blue Dart,Failed
DLV08834,ORD08834,2025-04-27,2025-04-30,,XpressBees,Out for Delivery
DLV08835,ORD08835,2025-04-06,2025-04-08,,DTDC,In Transit
DLV08836,ORD08836,2025-01-13,2025-01-17,,XpressBees,Out for Delivery
DLV08837,ORD08837,2025-10-14,2025-10-16,,Blue Dart,Delayed
DLV08838,ORD08838,2025-10-26,2025-11-01,,XpressBees,Out for Delivery
DLV08839,ORD08839,2025-03-18,2025-03-24,,XpressBees,In Transit
DLV08840,ORD08840,2025-06-01,2025-06-08,2025-06-08,Ecom Express,Delivered
DLV08841,ORD08841,2025-11-23,2025-11-28,,Blue Dart,Delayed
DLV08842,ORD08842,2025-03-09,2025-03-13,,Blue Dart,Out for Delivery
DLV08843,ORD08843,2025-07-18,2025-07-20,,Blue Dart,Failed
DLV08844,ORD08844,2025-11-21,2025-11-27,,Delhivery,Out for Delivery
DLV08845,ORD08845,2025-09-07,2025-09-13,,Delhivery,Out for Delivery
DLV08846,ORD08846,2025-04-04,2025-04-11,,Blue Dart,Out for Delivery
DLV08847,ORD08847,2025-06-14,2025-06-18,2025-06-17,XpressBees,Delivered
